type,timestamp,denom,amount,from_address,to_address,tx_hash
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:24:59,usd,10000000.000000000000,terra1uuqyr4u8c20w0j2art9rluscft4q5zkc7d7wmj,terra1te0kq6qpsy3yd2gkm65g8ac6nlk6us9ynwqxyv,085F5BE98813744EFF527214D0162FD3CA4E0640DE6A52FFF324DFB792881F70
/cosmos.bank.v1beta1.MsgSend,2022-05-09 04:54:16,usd,10000000.000000000000,terra13yxhrk08qvdf5zdc9ss5mwsg5sf7zva9xrgwgc,terra1gxmr9jqyd455aley20nmn9ym2lzyl5y5qcfafp,9AC48D82396918AB1559CCFD4C088FD281DB43EEF6729287A90196D4BDFDBE52
/cosmos.bank.v1beta1.MsgSend,2022-05-09 08:26:16,usd,10000000.000000000000,terra1yz2ntarfg0cpq0a0wnr77tnhmf8vknsdszarft,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,8D51B6F444B5723FF67B0E3C1EC32BEAE4F1DE152B3FF3BD3D0E1E9DA78E4088
/cosmos.bank.v1beta1.MsgSend,2022-05-05 20:32:43,usd,10000000.000000000000,terra1t8szgklntcwxyfyflucuq895gpjr8wn6tsqxye,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,1A11CFD8EF6CA5723F4AE890DB8FE8ADFD25441A99B9133334BFC8D64755EB4E
/cosmos.bank.v1beta1.MsgSend,2022-05-05 22:54:14,usd,10000000.000000000000,terra17jln9mzcpmxrrwqg4g8fda7rgpcqyprs9esydr,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,FFB33327E91F81657FD4F1AC758538A603AAB890E780E48AA1B657F32C3CA5B6
/cosmos.bank.v1beta1.MsgSend,2022-05-05 20:33:08,usd,10000000.000000000000,terra1nexqdq252acp09m9eler7jhg9kd3rqfzkek9r0,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,A667C364F5277419C40D9CF7E2CF6DE3B832D481B8EA01246DA68E19A1278D44
/cosmos.bank.v1beta1.MsgSend,2022-05-05 20:32:18,usd,10000000.000000000000,terra12qmfcxy8kahwt44tn4aq4t6kdmtyer38xnrh7m,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,0434DC77023B80C92ABA8B7CB4DCF7D5004589CF912BCFE990471DBCB8ACEEDD
/cosmos.bank.v1beta1.MsgSend,2022-05-05 21:59:33,usd,10000000.000000000000,terra17jln9mzcpmxrrwqg4g8fda7rgpcqyprs9esydr,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,7C4C13C2F81273A2E57D41F925F8A20A90C465BB722B608A941DD83CCDA3A335
/cosmos.bank.v1beta1.MsgSend,2022-05-09 16:15:59,usd,10000000.000000000000,terra1yz2ntarfg0cpq0a0wnr77tnhmf8vknsdszarft,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,4172372A6C96C5B99DA884B786E4D11DE9FB8D3BCC1940CFFD07C8066A277CD0
/cosmos.bank.v1beta1.MsgSend,2022-05-09 16:27:32,usd,10000000.000000000000,terra1fu4x99kwlt0fgm6pfyl45gpngx8naxm9q9w8t7,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,31686C60CEA45A69C413DD97C965FA6ABEDD22B8395788E7122E247F4ABE7446
/cosmos.bank.v1beta1.MsgSend,2022-05-09 16:28:21,usd,10000000.000000000000,terra1hmgavap432r6wjtyg038n3sx8tw9r87575r86d,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,A33607C312D1C08FF486F0EAA9DEAD30C59D2141A237657B9B0528E6B21C67D7
/cosmos.bank.v1beta1.MsgSend,2022-05-09 18:14:57,usd,10000000.000000000000,terra1jus3ldxzjx4d42vzzw7yj5nzu2ghm6yz8k4c2t,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,D1CE249D1190B73EF8F16F7841C6423D212571C2061EDD414E9E637848BEB5A8
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:37:23,usd,10000000.000000000000,terra14tlthgtg6ep6xnqptyg8dp3gcq4jxvgqmskwkd,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,52F0C57152C2106A94BFDD37A7ED8CAEB2525CB0DDF865BAC01B029C7A3B0CD1
/cosmos.bank.v1beta1.MsgSend,2022-05-09 16:48:18,usd,10000000.000000000000,terra1yz2ntarfg0cpq0a0wnr77tnhmf8vknsdszarft,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,6E7A178AD9DA8E5911D88BC20FC06AFA22653F4EA0E86BE1BFC3F99FC4F12D52
/cosmos.bank.v1beta1.MsgSend,2022-05-09 16:47:01,usd,10000000.000000000000,terra1hmgavap432r6wjtyg038n3sx8tw9r87575r86d,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,740714F211CDC0088ADF3DCA530A3ABC9C472A10F9F9FC20376F106939DF4CA7
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:37:52,usd,10000000.000000000000,terra1mer7nd843n5g3v37xxtd3hude6t5rf4cq3mnae,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,8F33ADAB77DEA30CF817EAE8E21CE517B5808FF9C54F0F8A9D56F3B48DF87EEF
/cosmos.bank.v1beta1.MsgSend,2022-05-09 17:56:32,usd,10000000.000000000000,terra1yz2ntarfg0cpq0a0wnr77tnhmf8vknsdszarft,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,15C381E2984F83D50C2098D4B03A128F7935009372D4B10E8A3B34C174A90F75
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:37:52,usd,10000000.000000000000,terra14ny376fe7hys2zqxwc87zp2achp9tju5q6jul4,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,B46DAFB027B7B23C8805A5E664F0A2131EEC92B7BD7D1D45017407FD19A0ECB0
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:38:09,usd,10000000.000000000000,terra12qmfcxy8kahwt44tn4aq4t6kdmtyer38xnrh7m,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,85099A5F0EBDA67996E7EC1C1053AB4533132F14117F9D92E3140C103EEA27C2
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:51:31,usd,10000000.000000000000,terra1mr8j3d3gc56l97nstl2w5q9p4hehrfr82hy8yu,terra189rgutrsul7dm47u5h4y7hsraxnr9q4dk2fhjs,A715B8DB1ABD4E87B96C8FBDF31550F8D9B78985EFD8C09123CE867256F29397
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:38:34,usd,10000000.000000000000,terra1t8szgklntcwxyfyflucuq895gpjr8wn6tsqxye,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,2119E71739F87A05AD108789CD4F5F739D62F292F18793F69F1E866879E46BE0
/cosmos.bank.v1beta1.MsgSend,2022-05-09 17:00:44,usd,10000000.000000000000,terra1hmgavap432r6wjtyg038n3sx8tw9r87575r86d,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,8059AEAF6380733EBA6D7643FFCD0C7F40FAC2D0A4CF3B2689C1789492F3E376
/cosmos.bank.v1beta1.MsgSend,2022-05-09 18:40:50,usd,10000000.000000000000,terra1jucupy5asr7y345jnvcdueajjce6qjuzz60w3v,terra18stqylv6z5l5jkqupvadxjcclcqysyr2tuyy4f,50EB0A30AA63492A9634066AC0374AD06F6FB69CF6D78CDDAC037A8F1E8708C1
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:38:59,usd,10000000.000000000000,terra1nexqdq252acp09m9eler7jhg9kd3rqfzkek9r0,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,F7536BF72DF8959CFBB71DF927947DA4C18C4F65FE00C6CCCF4623E195F12A40
/cosmos.bank.v1beta1.MsgSend,2022-05-09 15:39:34,usd,10000000.000000000000,terra1v49w0m38fe87edhqdv30w96wq0pz6u6548q9gj,terra1xpcsvh9w4cg07rq9ne8pvgg5277e0jtpk0kjcp,2A23503A65A7088743651CF34B35BC2A8D4A3D4DA8B40A5634B7E0B1DEA85E62
